Volume Fraction,Matrix Type,Fibre Type,Matrix Elastic Modulus,Matrix Poisson Ratio,Fibre Density,Fibre Elastic Modulus,Fibre Poisson Ratio,Strain Rate,Fibre Shape,Composite Yield Strain
0.23934701,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,0.02724103
0.18935311,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.021891428
0.1831964,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.014242827
0.14056587,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.022697486
0.49721125,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.008712886
0.2106417,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.02069438
0.46499422,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.01010074
0.35326284,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,0.031521793
0.1616435,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.021198392
0.2377088,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.018886298
0.17424291,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.021467771
0.4467347,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.012828064
0.38060734,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.028611757
0.4838192,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.013628417
0.4268533,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.013483315
0.35561743,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.028880686
0.08154833,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.022770638
0.32208014,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.018681245
0.07445066,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.01998096
0.29951772,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.032037586
0.17275979,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.015606585
0.4720135,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.014528144
0.057710264,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.030670844
0.36537972,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.011995387
0.19802107,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.014657017
0.44641444,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.009721319
0.116316535,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.023335697
0.17101705,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.021198392
0.45298088,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.009589637
0.44935626,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.01277303
0.13087304,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.018652938
0.2827936,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.032913465
0.13639244,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.024066128
0.3594791,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.016403574
0.089517444,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.04119512
0.40202606,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.026719704
0.48824865,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.010224497
0.48970944,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.018162759
0.2691456,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.027182106
0.11097316,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.023573518
0.4244512,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.01333533
0.12675343,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.02380152
0.46331114,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.010620402
0.4765359,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.021942783
0.16077712,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.022674691
0.14164372,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.016451066
0.46739924,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.008419404
0.4689828,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.020722609
0.27545106,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.033002216
0.15197991,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.016197264
0.07618996,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.02611126
0.16737059,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.022000983
0.40719342,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.010417083
0.25173792,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.01513596
0.07949986,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.024599066
0.34037867,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.030834083
0.22117168,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.013068329
0.33438733,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.012786814
0.4213848,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.025068915
0.09244913,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.035039
0.08727674,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.041439652
0.11154389,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.040518302
0.06545709,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.023347218
0.07115029,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.041975748
0.48192975,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.019690044
0.41642684,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.011725955
0.100751705,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.019470073
0.11695825,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.016232014
0.21161993,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.03511364
0.14157559,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.022703309
0.3250715,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.030834083
0.08400976,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,0.04140141
0.10387685,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.017567022
0.43742192,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.01949195
0.47357744,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.013013763
0.474217,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.011076383
0.19519478,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.03511364
0.22912769,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.015916761
0.09502858,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.024958158
0.17266564,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.037213087
0.36500117,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.01727767
0.26163188,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.017438991
0.29612446,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.01722244
0.20800345,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.012868167
0.25511158,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,2.0,0.015608944
0.16001011,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.023048915
0.47626385,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.012402043
0.2652775,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.014001882
0.19933622,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.03394517
0.260511,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.018518742
0.447879,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.023485377
0.21505225,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.019070897
0.45002288,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.011276326
0.07091352,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,0.04344413
0.2253744,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.02052187
0.36590695,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.015298572
0.11599242,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.017490022
0.3345865,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.013268784
0.18942794,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.022169696
0.1180188,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.023853753
0.09532415,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.020064266
0.10121073,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.024493936
0.3878643,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.010529404
0.19428776,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.03578829
0.12388556,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.017567022
0.45514932,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.022776335
0.32816678,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.023411995
0.1491609,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.030071778
0.3440606,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.017322123
0.3223905,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.01722244
0.22015552,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.017561015
0.13902216,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.017204067
0.40115112,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.027896184
0.24529125,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.014340818
0.30286512,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.0307263
0.4979538,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.008777821
0.058419004,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.030451946
0.105339825,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.034049276
0.19075386,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.03440871
0.45943207,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.021942783
0.08644437,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.026228461
0.057523202,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.044275977
0.1625124,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.022214275
0.386059,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.011333152
0.27291337,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.018559627
0.390034,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.012137069
0.4422817,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.014473563
0.49895784,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.008657535
0.06526487,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.04391482
0.44558188,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.023657637
0.48898384,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.008111347
0.39956033,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.025724864
0.054398272,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.033154394
0.08428098,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.04248072
0.22052316,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.016486483
0.47477442,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.008296281
0.4473466,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.00998958
0.08953005,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.024113212
0.2499312,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.013719183
0.2971924,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.018217757
0.27496138,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.012597512
0.39278919,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.015151393
0.30855653,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.028995177
0.43403846,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.011106265
0.06535578,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.043105364
0.25234446,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.034711692
0.12071949,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.02380152
0.41969627,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.025068915
0.13602522,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.032691047
0.17360364,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.023853753
0.29570833,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.017781578
0.1871035,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.0370188
0.25111228,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.018693818
0.47653168,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.01836776
0.061464585,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,0.045608763
0.47646388,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.008811376
0.43566746,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.014075313
0.3173348,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,0.03063613
0.16795236,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.020446673
0.46940577,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.022209657
0.14688155,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.0128072165
0.27599785,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.020304054
0.27929488,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,2.0,0.014160474
0.36870924,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.0094319545
0.40114644,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.025718655
0.11288991,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.017128704
0.49181518,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.008963881
0.062966935,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,0.0448971
0.44019762,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.027293742
0.16563375,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.022605965
0.35913953,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.016142381
0.15881921,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.021670189
0.06855478,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.021605685
0.16651848,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.017324
0.4437981,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.023485377
0.3719481,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.029271226
0.486699,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.008210891
0.2510181,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.01957723
0.38430378,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.011333152
0.27918306,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.018681245
0.2910096,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.012158578
0.439716,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.023804992
0.09587852,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.024892079
0.43241167,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.00884817
0.3759916,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.01070627
0.068385065,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,0.04402826
0.13553928,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.037570473
0.09576687,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.02524508
0.16390829,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.023048915
0.056652132,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,0.046229083
0.33660272,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.012786814
0.18193798,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.030071778
0.36750016,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.011562281
0.09476877,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.033321537
0.34091473,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.011610587
0.20089753,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.020733679
0.058475964,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.04383299
0.32900876,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.0121908635
0.4949903,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.010082859
0.12602141,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.037890524
0.2797399,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.018217757
0.40110922,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.026514389
0.20335437,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.027655542
0.352602,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.029271226
0.082026556,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.024892079
0.45391577,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.021942783
0.40332088,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.012269984
0.23131986,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.03511364
0.2035943,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.011056879
0.19188283,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.019929793
0.07606234,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.017932223
0.16839811,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.014001882
0.47274446,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.011389582
0.3952248,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.009013412
0.40195602,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.010529404
0.3841895,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.012548722
0.48191145,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.00997742
0.124582484,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.016779935
0.3057837,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,2.0,0.014093071
0.08382525,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.023744298
0.46647018,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.010085738
0.14581542,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.021670189
0.075802214,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.024971107
0.09655489,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.019785115
0.12723479,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.017191205
0.45583126,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.00907891
0.44493705,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.010024415
0.29776654,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.01719236
0.45253336,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.010606351
0.23377196,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.019070897
0.31777233,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.009780896
0.18924552,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.028072275
0.06713794,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.028061694
0.15505579,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.3,1.0,0.014521029
0.32333452,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,0.03138093
0.41261202,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.015328829
0.3986667,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.010015827
0.16888627,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.021483172
0.39030057,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.027293742
0.10605979,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.02382037
0.4801864,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.009272951
0.3257525,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.030993193
0.19815387,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,0.03611078
0.11948632,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.040821254
0.14604655,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.013502071
0.27798522,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.012853184
0.37178764,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.010277046
0.4585785,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.0099007
0.45439768,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.013876529
0.49037716,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.3,1.0,0.01009424
0.10355547,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,0.03980509
0.13304016,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.02396214
0.40901914,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.014868741
0.42096788,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.011397151
0.19526319,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.020087792
0.41863194,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.014480457
0.085528605,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.04260342
0.08389242,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.02524508
0.29594055,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.0121908635
0.49427146,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.01725755
0.33755076,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,0.025043888
0.10816824,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.017640477
0.13159902,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.037493795
0.28651688,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.035045587
0.2601031,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.015268128
0.110653795,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.017893434
0.16795458,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,0.030829605
0.36205438,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.011238099
0.29833245,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.020425789
0.13180108,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.03822913
0.1239534,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.02380152
0.14123799,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.024958158
0.13788512,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.037493795
0.09533437,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.024892079
0.4398913,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.009733268
0.26221958,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.017194338
0.20585436,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,2.0,0.016871853
0.12777331,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.012822696
0.26925358,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.017438991
0.22376351,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.0138640795
0.35635182,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.016218405
0.29398188,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.010864933
0.46313024,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.021930257
0.11540842,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.019833017
0.070850074,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.024576522
0.10931557,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.024689151
0.46707976,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.011746364
0.060839463,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.2,1.0,0.027540179
0.47312045,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.01010074
0.30008864,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.023411995
0.352448,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.012208869
0.08186412,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.017932223
0.37800592,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.010617747
