Volume Fraction,Matrix Type,Fibre Type,Matrix Elastic Modulus,Matrix Poisson Ratio,Fibre Density,Fibre Elastic Modulus,Fibre Poisson Ratio,Strain Rate,Fibre Shape,Resilience
0.46861294,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18943815
0.46535954,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.1895726
0.35948142,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.18924393
0.20015925,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.1893568
0.21982883,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18853468
0.47131377,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,2.1798556
0.45387766,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.18965195
0.06954847,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.19046137
0.092349336,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.19051322
0.06372644,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.19031563
0.48477256,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,2.0053277
0.18791813,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,2.026299
0.065372616,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.19083549
0.4835197,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,2.054747
0.34563732,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18849157
0.43648577,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.1896665
0.43896183,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.18968649
0.42385232,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,2.3626812
0.069720946,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19033484
0.11942244,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,1.9425985
0.31028172,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.1969979,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18844922
0.055750627,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18973467
0.18334942,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.19004942
0.37286228,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.07380365,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.19107883
0.09075463,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18961103
0.29436105,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18992823
0.110440135,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18860368
0.19902444,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.9859881
0.13844706,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.19028614
0.45309526,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.18973517
0.24469748,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,2.9098074
0.26288447,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.887654
0.48491332,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.18987885
0.051128253,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,3.4509308
0.072112866,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,2.2388701
0.15323615,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.19050723
0.34973535,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.18973517
0.20971291,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.05955873,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.1887368
0.058153965,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,3.1925094
0.46515414,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.39210653,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.1884347
0.40730312,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18846984
0.061401527,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,3.2035565
0.12357395,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,3.1376317
0.2828127,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.19004942
0.10068261,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.19031563
0.18849188,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.18981384
0.4232144,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.18909532
0.07200886,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.18854487
0.22896136,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.21353301,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.9189918
0.07467069,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.1894018
0.47833493,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.3899463,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.4677248
0.07865204,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,1.9909235
0.352702,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.401068
0.3578474,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,2.5881646
0.37842527,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18844408
0.24212456,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.790509
0.47966504,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,1.9943669
0.21103507,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18853796
0.32958904,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18844922
0.08757703,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.19013989
0.068299085,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,3.3430953
0.10118485,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.19051322
0.28150535,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.7485788
0.320265,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,2.7919073
0.06917791,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.19040206
0.34534755,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,1.7175472
0.41308513,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.1896665
0.19225542,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.19031405
0.058063593,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,3.3545768
0.23048513,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.188564
0.41115013,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18974522
0.3534998,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,2.593578
0.39932206,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.18999042
0.42439514,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.24347891,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.33168238,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.18854322
0.16895188,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,2.0,0.18850674
0.40976405,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.1896891
0.3252228,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.4017293,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.18924393
0.10728588,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,3.1376317
0.18832247,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.18981744
0.40465572,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,2.3550436
0.34914345,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.19010091
0.31786934,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.188564
0.35674974,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,2.5759747
0.3007342,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.18958922
0.34861982,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.18981744
0.112451196,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18861124
0.18137963,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18851782
0.28221658,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.3861703,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.1896665
0.4706017,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.18929726
0.33621156,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.18958922
0.109808095,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.1895389
0.47448817,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.1544442
0.34519246,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.18961416
0.3910975,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,2.345026
0.11706207,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,1.9425985
0.27732047,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,1.7175472
0.20056944,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18992823
0.06489358,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.19078289
0.3999892,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.19027014
0.18017468,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.057606906,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,3.377865
0.35978705,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18953808
0.29978383,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,2.7515557
0.29042864,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.059599943,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.19043648
0.090774454,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,2.2388701
0.28973973,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,2.6636326
0.46617553,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,1.9943669
0.05438336,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.1903936
0.41596785,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.4006653
0.4097301,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.19010091
0.17327866,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.19039422
0.11666482,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.1900073
0.109314986,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.18854053
0.33625242,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.1896891
0.17699164,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.1896891
0.05476405,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,3.4512331
0.25875056,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.7199738
0.060509615,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18853596
0.3115805,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.6062276
0.30916277,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.18972763
0.2625316,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,2.7515557
0.0592071,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18860368
0.36657512,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.18849967
0.062606,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18973467
0.15794393,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.18994689
0.06558002,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18957452
0.07290586,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.19025688
0.10321588,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.18948957
0.22353652,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.18987483
0.44375086,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.1580076
0.2637836,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18961103
0.09141946,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,3.279865
0.41869673,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.3301775
0.32929122,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.21611454,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.9189918
0.13832696,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,1.9425985
0.44094187,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.18947619
0.053024925,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.19273645
0.3130856,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,2.5344427
0.15366526,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.1902317
0.07384506,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,3.3236778
0.46898454,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,2.1798556
0.33125767,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18943815
0.18472491,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.19031563
0.46306288,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,1.910461
0.45411685,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.18956165
0.2768149,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,2.7175722
0.24078514,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.18849286
0.17451036,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.20207164,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,2.0,0.18847099
0.26528925,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.18847641
0.192173,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,3.001813
0.4108556,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19033484
0.3004527,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.06193438,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,3.415275
0.16913861,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,3.0229497
0.23441114,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18926528
0.29094452,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.19010091
0.23694092,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.09659458,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19033484
0.28971925,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18851782
0.3452374,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,2.662742
0.38161334,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.4837348
0.1457723,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.18850234
0.34756196,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.18981744
0.32076856,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.3043869,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.1896665
0.34879658,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.18924393
0.11100201,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,3.1376317
0.27658433,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18926528
0.29084802,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.18847641
0.4225741,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.18973461
0.19531411,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,3.0312705
0.33829546,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.4837348
0.4115518,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.4293611,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.18948333
0.24160436,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,2.7755084
0.41220367,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.43681723,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,1.1398548
0.3369607,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18943815
0.073857896,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,2.1163604
0.24401277,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18943815
0.082438804,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.19050723
0.05942173,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,3.2975996
0.35113707,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.16290006,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.18989702
0.17500888,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,3.0835872
0.4331716,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.18956165
0.066465795,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,3.2975996
0.15212946,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,2.0412607
0.4827518,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,1.9943669
0.06147759,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18972966
0.096132815,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,3.1376317
0.40659192,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.13658305,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,3.2222798
0.44758034,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.18847641
0.18926972,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.18981384
0.25129333,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.19004942
0.40536702,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.18924393
0.41344243,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.32118338,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.18849286
0.07905237,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.1895389
0.10162513,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.1887039
0.06813864,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18856104
0.47928542,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18848546
0.3478644,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,2.0,0.18847099
0.107052386,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.19013919
0.48146364,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.18851161
0.184325,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.26190966,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.40267637,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18953808
0.2532152,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.18961416
0.12826295,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.1885604
0.18931414,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.18968649
0.29246753,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.19010091
0.41412148,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.12663172,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.1903063
0.100237265,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.18850234
0.09163112,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,1.9425985
0.074158885,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.1903936
0.051369235,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.3,1.0,0.1899471
0.15879524,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,3.2037823
0.056570347,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.19113345
0.08763437,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.18948957
0.36194268,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.1893568
0.41281378,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,2.4232225
0.05970019,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.1909081
0.40484276,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.18854487
0.24418235,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.6157205
0.37490872,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,2.594587
0.4431226,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.279378
0.19552691,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.1884737
0.13505775,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.18968649
0.40754274,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19033484
0.11277499,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18846077
0.09033776,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.19082382
0.13747713,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.3,1.0,0.19010629
0.094786435,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,3.2119403
0.16989991,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.19006933
0.37155205,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.18956165
0.19615924,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18851782
0.05392796,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.19119287
0.18878347,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.1902317
0.38240674,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.5451279
0.43349308,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.30848587,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.35465425,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,2.6045609
0.22882885,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,1.7914463
0.19472152,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.19004942
0.38677356,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.401068
0.20676687,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,3.0229497
0.25769296,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18851782
0.1867289,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19033484
0.05691129,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,2.1390986
0.4801627,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.19004712
0.40736577,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.1893568
0.2017253,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.932208
0.48696485,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.08965058,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.19087389
0.38423836,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.401068
0.1370933,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18970843
0.28164354,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.18948957
0.14160867,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.189975
0.19711545,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,2.0,0.18850023
0.05378701,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.18849286
0.21944728,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.45311627,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19033484
0.087745376,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.18958922
0.06584148,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18853119
0.4238968,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.4006653
0.07422611,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.18997732
0.4343953,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.188564
0.25810423,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.19050723
0.10800812,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.18989702
0.33720616,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.2,1.0,0.18963568
0.4599109,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18848546
0.29767042,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,1.4861748
0.060702443,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.19045827
0.08618076,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.19016588
0.39021796,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18943815
0.05888052,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18856104
0.24619827,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18851782
0.2957384,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.18948957
